customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
5431,Rebecca Carter,woodsclarence@example.org,Guadeloupe,2021-06-01,Basic,45533.29
5432,Melanie Perry,joelwilliams@example.com,Czech Republic,2018-12-06,Basic,21462.55
5433,Kelly Cisneros,oramirez@example.net,Bolivia,2021-09-23,Premium,6892.65
5434,Shelley Smith,johnsonangela@example.org,India,2018-01-26,Premium,2239.46
5435,James Ward,reevesrussell@example.org,Oman,2021-06-10,Standard,31994.34
5436,James Smith,perezjonathan@example.net,United Kingdom,2024-07-29,Basic,43932.55
5437,Dr. Heather Moran,paul42@example.org,Bolivia,2018-10-25,Premium,6643.28
5438,Pamela Melendez,taylorgary@example.org,Honduras,2019-04-20,Standard,43437.41
5439,Ashley Boyd,sullivanalfred@example.net,Bouvet Island (Bouvetoya),2018-10-11,Premium,377.93
5440,Pamela Johnson,david92@example.com,Suriname,2021-10-24,Standard,1786.09
5441,Kara Gomez,ramirezclinton@example.com,Oman,2020-04-15,Basic,31686.96
5442,Charles Walsh,victoria96@example.com,Jamaica,2024-03-25,Basic,9189.24
5443,Natalie Fields,kmueller@example.org,Cambodia,2019-02-16,Standard,15232.80
5444,Dawn Booker,bmiller@example.org,Hungary,2023-10-31,Basic,30883.74
5445,Gina Mitchell,fgoodwin@example.com,French Guiana,2022-04-30,Basic,31036.12
5446,Miranda Page,lwilson@example.com,Wallis and Futuna,2023-07-03,Premium,25029.26
5447,Daniel Boyer,beverly50@example.net,Austria,2020-06-28,Standard,22505.32
5448,Mark Hurst,whiggins@example.com,Latvia,2022-12-12,Basic,47477.93
5449,Ethan Pruitt,derek72@example.net,Equatorial Guinea,2022-08-20,Premium,37370.32
5450,Mark Johnson,cunninghamshelby@example.com,Gibraltar,2019-06-16,Standard,42313.57
5451,Joseph Baker,cortega@example.org,Canada,2019-11-18,Standard,14466.87
5452,Jennifer Gonzales,vasquezkristen@example.org,Chad,2018-10-13,Basic,11000.09
5453,Christopher Morris,donnamiller@example.com,Samoa,2019-12-10,Basic,27213.90
5454,Jason Mcknight,solomonmichael@example.org,Liechtenstein,2019-03-10,Basic,6772.92
5455,Michael Davis,tiffanycole@example.org,Guernsey,2018-09-15,Premium,10089.04
5456,Debra Martin,griffinchristina@example.org,Saudi Arabia,2019-08-10,Basic,453.51
5457,Natalie Montgomery,johnsonsally@example.net,Central African Republic,2021-06-02,Basic,4720.94
5458,Jenny Guerrero,ryan12@example.org,Slovenia,2022-03-25,Basic,504.93
5459,Janet Hughes,ecopeland@example.com,Eritrea,2019-01-04,Basic,12312.95
5460,Robert Reyes,rachel84@example.com,Azerbaijan,2020-12-10,Standard,8091.52
5461,Angela Camacho,john99@example.net,Cape Verde,2024-03-14,Standard,17315.85
5462,Stephen Gilmore,xavierwilson@example.org,Mali,2023-12-22,Premium,38370.06
5463,George Wall,john25@example.net,Grenada,2022-07-13,Basic,35337.72
5464,David Mcmillan,krogers@example.org,Mauritania,2023-02-11,Premium,39367.46
5465,Barbara Combs,maxwelljacob@example.org,Sudan,2021-12-04,Standard,23266.65
5466,Zoe Williams,james67@example.org,Tuvalu,2020-12-02,Basic,48667.47
5467,Michael Walker,perezrachel@example.com,Andorra,2024-04-21,Basic,13354.95
5468,Jeffrey Wells,svargas@example.net,Trinidad and Tobago,2019-07-10,Standard,7822.27
5469,Sean Martinez,murphymegan@example.org,Mozambique,2024-05-28,Premium,16339.17
5470,Lance Good,teresa45@example.net,Fiji,2024-12-08,Premium,25595.32
5471,Jeffrey Acevedo,prestonjohn@example.com,South Georgia and the South Sandwich Islands,2023-02-01,Standard,44992.61
5472,Daniel Schneider,darrenholt@example.net,Ghana,2024-03-18,Premium,36504.86
5473,Jacqueline Simpson,carol79@example.org,Mongolia,2022-05-27,Premium,27513.77
5474,Norman Perez,qrobinson@example.org,Liechtenstein,2020-01-15,Basic,22032.87
5475,Cheryl Hensley,duncanvanessa@example.com,Ireland,2019-05-11,Basic,23491.75
5476,Frank Shaffer,bradshawjoseph@example.net,Djibouti,2018-09-17,Standard,34405.39
5477,Alex West,edwardray@example.net,Kenya,2020-03-23,Standard,39381.86
5478,Michael Miller,wjohnson@example.net,Niue,2020-06-08,Basic,32804.26
5479,Brian Sparks,erinlopez@example.org,Japan,2020-02-02,Premium,16358.55
5480,Jessica Daniel,stevenferguson@example.org,Cuba,2019-12-08,Premium,28874.74
5481,Kelly Baker,charles57@example.net,British Indian Ocean Territory (Chagos Archipelago),2024-05-10,Basic,10783.51
5482,Nicole Thomas,jonesjoy@example.com,Kyrgyz Republic,2022-08-15,Premium,47771.56
5483,Steven Johnson,jonathanryan@example.org,Saint Martin,2022-10-16,Standard,32896.63
5484,Bryan Summers,sarah64@example.com,United Kingdom,2024-07-24,Premium,32053.84
5485,Cheyenne Pearson,uhunt@example.net,Christmas Island,2020-08-25,Basic,27577.88
5486,David Walsh,smithmiranda@example.net,Tuvalu,2020-08-26,Premium,16322.62
5487,Courtney Lee,evanselizabeth@example.com,Madagascar,2022-01-29,Basic,48211.16
5488,Stefanie Sullivan,hsmith@example.org,Tuvalu,2024-06-23,Basic,10239.01
5489,Terry Prince,potteremily@example.com,Finland,2024-03-27,Standard,13412.24
5490,Renee Lopez,ryanmcdonald@example.com,Puerto Rico,2019-05-16,Standard,36266.82
5491,Timothy Cain,zrobinson@example.com,Syrian Arab Republic,2023-03-12,Basic,37208.63
5492,Dennis Lee,blackjames@example.org,Serbia,2023-07-13,Premium,8161.93
5493,Oscar Meyer,torresadam@example.org,Afghanistan,2022-05-30,Standard,12432.05
5494,Maria Cobb,joshuarodriguez@example.org,Iran,2018-03-22,Basic,16697.95
5495,Jason Carpenter,sgonzalez@example.com,Moldova,2020-11-05,Basic,40557.10
5496,Christina Hall,sbanks@example.org,North Macedonia,2023-08-03,Basic,35803.00
5497,Mr. Justin Grant,michael39@example.org,Haiti,2019-04-23,Premium,44674.27
5498,Kimberly Johnson,christophersanders@example.org,Ireland,2024-10-08,Basic,21995.92
5499,David Gordon,sloanthomas@example.net,Korea,2020-02-05,Basic,8799.10
5500,Christopher Snyder,kennedyrobert@example.net,Poland,2018-10-14,Premium,2866.33
5501,Jordan Smith,wrightchristopher@example.com,Mauritania,2020-10-06,Basic,45063.52
5502,Joseph Caldwell,olynch@example.net,Oman,2023-04-04,Basic,45542.11
5503,Susan Bradley,waterspatricia@example.org,Solomon Islands,2019-04-06,Premium,24567.34
5504,Troy Davis,parmstrong@example.net,Ghana,2021-08-31,Premium,29020.97
5505,Raymond Lawrence,johnlevy@example.org,Armenia,2024-04-05,Basic,12227.06
5506,Mark Olsen,rgarcia@example.org,Guam,2019-09-04,Premium,40634.81
5507,Steve Decker,jerrywilliams@example.net,Iceland,2019-02-08,Premium,39682.36
5508,Mr. Michael Ramirez MD,hilltonya@example.org,Monaco,2022-06-15,Basic,39550.23
5509,April Phillips,braunolivia@example.org,Argentina,2018-08-11,Basic,9503.18
5510,Mrs. Jennifer Mitchell,vparker@example.com,Colombia,2018-06-04,Premium,13339.05
5511,Jerry Lucas,epark@example.org,Spain,2024-03-20,Standard,30368.34
5512,Rebecca Stevens,ajohnson@example.org,New Zealand,2023-03-23,Basic,25222.69
5513,Melissa Davidson,rickeycarroll@example.net,Australia,2024-05-19,Standard,17530.71
5514,Raymond Carter,qwheeler@example.net,Cyprus,2020-05-12,Basic,37025.06
5515,Jennifer Huynh,emmaalvarez@example.com,Israel,2022-03-05,Basic,25765.29
5516,Susan Hunter,jeffrey77@example.com,Rwanda,2020-01-27,Premium,31907.61
5517,Joseph Hart DDS,tamara83@example.com,Barbados,2022-06-04,Premium,39954.73
5518,Melanie Ballard,scottcollins@example.net,United Kingdom,2018-06-15,Premium,965.12
5519,Peter Tanner,ijohnson@example.com,Ethiopia,2021-05-22,Premium,46134.98
5520,Clarence Wall,dcrawford@example.org,British Indian Ocean Territory (Chagos Archipelago),2018-12-02,Basic,42773.76
5521,Dr. Carrie Cook,gentrykatherine@example.net,Afghanistan,2024-06-08,Standard,5563.09
5522,Jessica Jenkins,briannasmith@example.net,Svalbard & Jan Mayen Islands,2018-09-30,Standard,41775.69
5523,Amanda Lewis,christopher26@example.net,Uganda,2019-10-30,Premium,43613.13
5524,Teresa Hunt,hflores@example.org,Malta,2024-05-25,Premium,1239.74
5525,Samuel Mendez,ahardin@example.com,Thailand,2019-09-04,Basic,28901.70
5526,Kathryn Weber,erikayoung@example.net,Gabon,2024-07-31,Basic,17477.55
5527,Michael Bauer,hunter01@example.com,Holy See (Vatican City State),2018-04-09,Premium,15209.25
5528,Jacob Wells,jlewis@example.net,Barbados,2023-05-12,Standard,32722.36
5529,Melissa Estrada,muellerphillip@example.com,Germany,2023-09-26,Premium,2928.76
5530,Joseph Garrett,darrell96@example.org,Slovakia (Slovak Republic),2020-03-15,Premium,28869.80
5531,Jeffrey Gray,russellterri@example.net,Tokelau,2023-04-10,Premium,10599.81
5532,Grant Lucero,bgray@example.net,Chad,2024-08-27,Standard,4737.17
5533,Michael Bennett,fpark@example.net,Belize,2019-04-17,Premium,19951.19
5534,David Vaughn,cdelacruz@example.com,Kuwait,2019-09-11,Basic,7674.19
5535,Ricky Baker,cruzjames@example.org,Israel,2020-04-28,Premium,5992.15
5536,Cory Pitts,lisacollins@example.net,Namibia,2023-03-01,Standard,23380.99
5537,Leah Bennett,paynekimberly@example.net,Suriname,2019-07-26,Premium,5846.78
5538,Kayla Todd,robertskeith@example.org,Congo,2019-01-01,Premium,5724.21
5539,Daniel Torres,ggreen@example.org,Spain,2022-07-08,Premium,6562.17
5540,Barbara Elliott,michellesalazar@example.org,Cayman Islands,2020-01-11,Premium,6135.74
5541,Stephanie Clark,burkegwendolyn@example.com,Cuba,2018-05-11,Standard,6885.74
5542,Andrea Martin,joshuahorn@example.com,Greenland,2021-11-05,Basic,37154.73
5543,Lisa Carlson,alvarezmatthew@example.com,Slovenia,2023-12-08,Standard,46626.88
5544,Nicole Washington,briandavidson@example.com,Guernsey,2020-03-21,Basic,37363.98
5545,Joseph Gonzalez,hollandmitchell@example.org,Finland,2020-05-26,Premium,14751.25
5546,James Gibson,mbarajas@example.com,Spain,2020-02-28,Standard,19076.15
5547,Melissa Harris,jenniferanderson@example.net,Hungary,2020-05-03,Basic,769.11
5548,John Lawrence,xedwards@example.com,Myanmar,2020-01-03,Standard,32566.26
5549,Dr. Amanda Jacobs,joseph02@example.net,Romania,2021-05-19,Basic,5271.12
5550,Melissa Barrera,anitadoyle@example.org,Honduras,2021-03-01,Premium,5112.89
5551,Jillian Duncan,youngpaul@example.com,Faroe Islands,2021-03-11,Premium,39512.87
5552,Kelly Randall,amorrison@example.net,Seychelles,2022-06-06,Basic,26288.34
5553,Jeff Cunningham,hatfieldkenneth@example.net,Puerto Rico,2021-10-12,Premium,28863.83
5554,Kevin Reese,chelsea44@example.com,Lao People's Democratic Republic,2021-08-30,Premium,7591.39
5555,Jimmy Chavez,kevin52@example.com,Monaco,2021-03-20,Standard,6527.49
5556,Antonio Cook,kwilcox@example.net,Lebanon,2024-08-19,Premium,35061.22
5557,Anthony Stewart,wigginsjohn@example.org,Venezuela,2022-02-11,Standard,36106.55
5558,Robert Allen,tinashepard@example.org,Denmark,2018-09-28,Basic,36825.56
5559,Joseph George,loweandrew@example.net,Oman,2018-01-06,Premium,35812.10
5560,Johnny Stevens,ghoward@example.org,Morocco,2024-05-19,Basic,17327.41
5561,Lori Massey,tracielong@example.com,Taiwan,2024-07-17,Standard,41192.33
5562,Whitney Riddle,kerri63@example.org,Serbia,2019-02-03,Premium,48447.39
5563,Dr. Andrea Powell,crussell@example.net,Serbia,2019-05-01,Premium,13845.55
5564,Jennifer Powell,lauracannon@example.com,Cote d'Ivoire,2022-10-03,Standard,27529.78
5565,Barbara Smith,douglaslloyd@example.org,Gabon,2024-01-20,Standard,19429.70
5566,Lisa Fisher,bishoprichard@example.com,Sudan,2019-06-18,Premium,42332.47
5567,Latasha Chavez,jeffrey44@example.org,Svalbard & Jan Mayen Islands,2020-11-28,Premium,44416.30
5568,Justin Rogers,andersondenise@example.com,Chile,2019-10-02,Premium,7128.21
5569,Joshua Johnson,haynesmichelle@example.net,Egypt,2023-05-28,Premium,21180.74
5570,Tabitha Martin,starkkristy@example.net,Central African Republic,2022-01-22,Basic,8181.50
5571,Heather Garrison,anthony56@example.net,Japan,2020-08-03,Basic,24793.37
5572,Linda Johnson,burkenancy@example.org,Benin,2018-09-05,Premium,29993.43
5573,Emily Drake,herringpatricia@example.org,Vanuatu,2018-09-09,Standard,35970.17
5574,Jesus Palmer,heather27@example.com,Maldives,2018-12-16,Standard,21367.32
5575,Ryan Pearson,timothyolsen@example.net,Zimbabwe,2024-08-16,Premium,20675.82
5576,Natalie Gonzalez,jeremycalderon@example.com,Wallis and Futuna,2019-06-17,Premium,43014.54
5577,Emily Moore,arnoldjonathan@example.com,Kiribati,2023-12-16,Basic,47263.11
5578,James Perry,nicolerandall@example.net,Sierra Leone,2019-03-15,Standard,16039.81
5579,Nicholas Campbell,lewisamanda@example.org,North Macedonia,2019-10-12,Basic,31623.56
5580,Sherry Tucker,elizabethlittle@example.com,Sweden,2018-02-01,Premium,35089.93
5581,David Kidd,jacqueline54@example.com,San Marino,2021-03-15,Premium,12559.90
5582,Robert Mcbride,kathleenweaver@example.net,Isle of Man,2019-05-26,Premium,30845.25
5583,Christopher Green,jonescarolyn@example.net,Niger,2022-07-20,Standard,28264.97
5584,William Villanueva,stafforderin@example.com,Croatia,2023-01-24,Standard,21217.14
5585,Robert Baker,matthewespinoza@example.com,Brunei Darussalam,2021-06-16,Basic,3337.63
5586,Kim Boyer,crawfordveronica@example.org,Syrian Arab Republic,2022-12-19,Basic,33885.72
5587,Rachael Duarte,tanya75@example.org,Ecuador,2021-11-26,Standard,14323.68
5588,Dawn Williams,christine85@example.org,Holy See (Vatican City State),2019-12-08,Premium,12638.93
5589,Kimberly Novak,brett55@example.com,Israel,2019-03-12,Premium,41854.83
5590,Angela Brown,stanleydeanna@example.org,Bhutan,2020-10-25,Standard,21765.83
5591,Rachael Bailey,crobinson@example.org,Greenland,2019-03-29,Premium,27791.58
5592,Aaron Wilson,nicholas39@example.com,Faroe Islands,2019-05-01,Basic,6219.58
5593,Olivia Payne,jonathan00@example.net,Chad,2020-04-28,Premium,40324.23
5594,Monique Clark,sarah07@example.net,Luxembourg,2022-08-17,Basic,11569.56
5595,Spencer Peterson,bonniesweeney@example.org,Senegal,2023-01-15,Standard,13880.88
5596,Nicholas Chen,juliemoore@example.com,Cambodia,2019-01-04,Standard,8177.53
5597,Gary Diaz,jasmine62@example.net,Gabon,2023-10-16,Premium,27264.19
5598,Jacqueline Hogan,opayne@example.org,Nepal,2023-10-19,Premium,40635.57
5599,Kevin Roberts,johnsonevelyn@example.org,Mauritius,2022-02-09,Standard,5459.37
5600,Heather Wallace,lschmidt@example.net,Wallis and Futuna,2024-08-24,Premium,43434.79
5601,Meghan Knight,gwhite@example.org,Netherlands,2019-03-20,Standard,35244.76
5602,Craig Fleming,hoffmananna@example.com,Norfolk Island,2023-03-14,Premium,9854.74
5603,Shannon Becker,richard07@example.com,Guam,2018-06-23,Standard,22702.86
5604,Brooke Flores,abowman@example.org,United States Minor Outlying Islands,2020-10-06,Premium,23151.11
5605,Brett Ferguson,ckelly@example.com,Austria,2020-07-27,Standard,4077.41
5606,Kristen Johnson,austinpeterson@example.net,United States of America,2018-07-15,Standard,18119.94
5607,David Mcguire,tannertina@example.org,Mozambique,2023-12-14,Standard,24652.45
5608,James Green,timothy73@example.net,Chad,2020-03-28,Standard,8831.53
5609,Edward Bauer,alexander73@example.net,Bolivia,2020-03-16,Premium,969.74
5610,Angela Weaver,martinezhenry@example.org,Saudi Arabia,2022-11-18,Premium,17511.78
5611,Theodore Bishop,mosschristine@example.net,El Salvador,2023-12-04,Basic,17831.14
5612,Stephanie Miller,aperry@example.com,Liberia,2022-10-11,Basic,21531.30
5613,Allen Benson,michaelramos@example.com,Haiti,2020-11-05,Standard,1581.23
5614,Michael Johnson,danielcohen@example.org,Algeria,2019-05-09,Basic,372.79
5615,Angela Hughes,gregoryrivera@example.net,Vietnam,2020-03-25,Basic,40202.31
5616,Ryan Vasquez,aguirrepatrick@example.com,Rwanda,2020-03-31,Basic,20188.73
5617,Christine Johnson,sjohnson@example.org,Moldova,2022-12-06,Standard,41932.70
5618,Cynthia Sanders,jasonyork@example.com,Hong Kong,2022-06-01,Standard,41177.33
5619,Darlene Campbell,johnsonbrandon@example.com,Bahamas,2018-11-20,Standard,29298.84
5620,Tyler Young,nrice@example.org,Barbados,2023-11-19,Premium,41551.58
5621,Joshua Williams,mmartin@example.org,Macao,2023-04-30,Premium,1701.02
5622,Kaitlin Patrick,barberdiana@example.com,Bahamas,2020-12-25,Standard,20798.72
5623,Pamela Nelson,isingh@example.net,Heard Island and McDonald Islands,2019-02-15,Standard,48257.54
5624,Jacob Watkins,lindawalker@example.net,Kyrgyz Republic,2024-08-10,Premium,37779.29
5625,Erica Chapman,kayla91@example.org,Svalbard & Jan Mayen Islands,2019-04-23,Premium,22401.88
5626,Lisa Montgomery,juliadavid@example.net,Finland,2023-06-13,Basic,23421.20
5627,Sarah Edwards,kellimedina@example.com,Germany,2020-10-30,Premium,1080.43
5628,Cheryl Wiley,bakerlisa@example.org,Anguilla,2020-12-11,Basic,11874.00
5629,Sarah Smith,philiphammond@example.com,Guadeloupe,2024-03-11,Premium,41045.32
5630,Gregory Burnett,yballard@example.net,Benin,2024-04-24,Basic,42910.22
5631,Christine Taylor,garciamelissa@example.org,Svalbard & Jan Mayen Islands,2021-01-09,Basic,251.04
5632,Mrs. Cheryl Lamb,christophersolis@example.org,Iceland,2020-10-18,Basic,49874.50
5633,Melinda Glenn,pattonkaitlyn@example.com,Micronesia,2018-09-27,Standard,39244.44
5634,Sarah Walsh,nicholsheather@example.net,Japan,2018-06-23,Standard,30566.86
5635,Angela Martin,wayne44@example.net,Turkmenistan,2023-08-18,Premium,40410.81
5636,James Flores,ilivingston@example.org,Bolivia,2021-05-04,Basic,41523.53
5637,Brian Sullivan,smithalyssa@example.org,Thailand,2023-07-29,Standard,39187.96
5638,Jordan Perry,xmccann@example.org,Belize,2023-12-08,Standard,31980.19
5639,Timothy Webb,awilson@example.com,Serbia,2018-09-24,Premium,23216.06
5640,James Jenkins,vhill@example.com,Bolivia,2022-12-04,Basic,6101.87
5641,Stephen Bell,ronald95@example.org,North Macedonia,2022-08-26,Standard,30189.05
5642,William Cooper,stephen68@example.net,Syrian Arab Republic,2021-04-13,Premium,20603.27
5643,Melissa Love,erinarmstrong@example.org,Iceland,2022-04-14,Premium,7507.15
5644,Janice Walker,terricurtis@example.net,Lesotho,2023-06-10,Standard,47632.06
5645,Amanda Baker,maciasmichael@example.net,Bahamas,2023-06-10,Standard,28593.79
5646,Rebecca Cochran,dawn19@example.net,Yemen,2020-10-13,Premium,41562.73
5647,Michael Mclaughlin,jeffreysantos@example.com,United States Minor Outlying Islands,2021-08-13,Standard,9232.47
5648,George Garza Jr.,wardtamara@example.net,Romania,2023-10-13,Basic,29589.66
5649,Michael Garrison,lindawagner@example.com,Bermuda,2021-03-30,Basic,28466.28
5650,Thomas Travis,hamiltonamy@example.net,Benin,2019-04-12,Basic,22358.79
5651,Michael Ortiz,stanleylatasha@example.org,Anguilla,2018-03-02,Premium,35603.20
5652,Laura Brown,fowlerjason@example.org,Falkland Islands (Malvinas),2020-12-17,Premium,44182.91
5653,Christine Wright,srose@example.net,Luxembourg,2019-07-26,Premium,10795.68
5654,Mark Todd,justinthomas@example.net,Eritrea,2018-07-28,Basic,23091.02
5655,Jeff Hughes,owentravis@example.com,Dominican Republic,2024-01-24,Premium,5373.99
5656,Jason Porter,carrieharris@example.com,Marshall Islands,2022-08-10,Premium,42067.27
5657,Eric Webb,brandyrogers@example.com,Peru,2018-04-23,Basic,40182.15
5658,Michael Williams,michael82@example.com,Burundi,2020-11-28,Premium,42496.01
5659,Taylor Walker,matthewdavis@example.net,Seychelles,2024-02-14,Premium,11837.02
5660,Kristina Marshall,awalker@example.com,South Georgia and the South Sandwich Islands,2024-11-24,Basic,25696.47
5661,Jeremy Camacho,jose76@example.com,Saint Barthelemy,2023-08-29,Basic,22484.16
5662,Randy Turner,vblack@example.org,Isle of Man,2019-08-24,Premium,4266.69
5663,Andrea Wood,xgarcia@example.net,Palestinian Territory,2022-12-26,Premium,36574.74
5664,Juan Murphy,ojohnson@example.com,Albania,2024-01-11,Basic,31335.44
5665,Heather Wilkerson,felicia80@example.com,Israel,2021-04-01,Basic,25460.05
5666,Joseph Holmes,perezelizabeth@example.org,Christmas Island,2018-10-17,Basic,46410.98
5667,Anthony Nichols,jamesobrien@example.net,Christmas Island,2020-12-01,Standard,26801.69
5668,Shelly Anderson,michael48@example.net,British Indian Ocean Territory (Chagos Archipelago),2019-10-21,Premium,22619.44
5669,Alan Lopez,lindsay41@example.com,Jamaica,2021-12-29,Basic,25705.95
5670,Heather Russell,corey91@example.org,Palau,2020-08-12,Basic,49144.51
5671,Michael Ford,ashleyguerrero@example.org,Norfolk Island,2023-09-08,Standard,21939.63
5672,Kenneth Weiss,sheliaedwards@example.com,Finland,2018-02-17,Basic,8711.49
5673,Stephanie Smith,taylorthomas@example.org,Turks and Caicos Islands,2018-04-16,Standard,27050.74
5674,John Garcia,paul85@example.org,Sweden,2022-09-12,Standard,16077.89
5675,April Garza,fcampbell@example.net,United States of America,2019-01-19,Premium,42121.73
5676,Alexis Fox,anthonypham@example.net,Nepal,2022-04-07,Basic,4347.89
5677,Carol Reid,ggreen@example.net,Niger,2024-09-05,Standard,4666.04
5678,Erika Curry,mooreannette@example.com,Italy,2018-12-11,Premium,25593.82
5679,Cameron Perry,angela28@example.org,Vanuatu,2023-08-09,Basic,40875.39
5680,Joshua Cruz,awhite@example.org,American Samoa,2021-01-12,Premium,30035.10
5681,Holly Stephens,roykayla@example.net,American Samoa,2022-10-01,Basic,45200.20
5682,David Smith,stephenhernandez@example.com,Tonga,2019-09-09,Standard,36337.65
5683,Karen Martin,brentcampos@example.org,Algeria,2022-05-26,Basic,47169.18
5684,Antonio Trevino,lamroger@example.net,Chile,2023-05-09,Basic,31805.89
5685,Christine Zimmerman,pgray@example.com,Chad,2020-12-30,Premium,29483.20
5686,Derrick Bailey,cantrellvictoria@example.org,Kiribati,2020-07-28,Basic,5983.91
5687,Richard Jacobson,ngross@example.net,Chad,2018-12-29,Basic,21233.79
5688,Melissa Parker,eileenortiz@example.com,Mauritania,2021-12-23,Standard,2296.66
5689,Cynthia Silva,lgonzalez@example.net,Svalbard & Jan Mayen Islands,2024-03-10,Basic,12480.76
5690,Maria Adams,michael10@example.net,Cambodia,2023-06-20,Standard,33742.20
5691,Nicole Bentley,michael88@example.com,Korea,2024-03-15,Basic,11284.12
5692,Brittany Robertson,josepena@example.net,Maldives,2022-03-26,Standard,5439.74
5693,Anne Hamilton,bellsusan@example.net,Libyan Arab Jamahiriya,2023-03-01,Basic,39913.42
5694,Albert Fields,umiller@example.net,Netherlands Antilles,2022-06-19,Premium,14713.21
5695,Amy Clarke,caleb79@example.com,Niue,2018-07-05,Basic,46318.73
5696,Marissa Lopez,hillmelissa@example.net,Belgium,2021-03-05,Basic,18878.10
5697,Kristina Gilbert,kennedyevan@example.com,Guadeloupe,2024-02-18,Premium,36045.71
5698,Elizabeth Rodgers,brenda00@example.net,Trinidad and Tobago,2024-11-10,Standard,1378.49
5699,Clinton Pruitt,ireed@example.org,Turks and Caicos Islands,2023-01-30,Basic,15688.44
5700,Cody Smith Jr.,kellyleah@example.org,Montenegro,2018-09-23,Standard,679.60
5701,Dominique Clark,sean29@example.org,Greenland,2024-04-16,Standard,5200.26
5702,Robert Terry,morgan68@example.org,Reunion,2019-08-07,Premium,49063.19
5703,Debra Meyers,smithmatthew@example.net,Monaco,2021-12-27,Basic,38026.46
5704,Richard James,joshualopez@example.net,Oman,2022-07-24,Standard,27176.72
5705,Mrs. Karen Johnson,teresacooper@example.net,Puerto Rico,2019-05-28,Premium,25176.39
5706,Steven West,kyleadams@example.com,Australia,2024-06-08,Premium,13369.32
5707,Heather Nixon,smerritt@example.net,Lesotho,2022-06-27,Basic,34864.72
5708,Mr. David Hurst,raymondamanda@example.com,Kazakhstan,2020-07-22,Basic,2150.29
5709,Joshua Johnson,trevinoemily@example.org,Saint Barthelemy,2022-11-21,Premium,49252.12
5710,Jennifer Adams,xparker@example.net,Belgium,2022-06-07,Standard,7651.80
5711,Sally Preston,brandonmoore@example.org,American Samoa,2023-11-30,Standard,30136.93
5712,Sean Woods,stephen36@example.net,Singapore,2018-10-07,Standard,1200.54
5713,Chelsea Mason,cgray@example.com,Saint Lucia,2018-09-17,Premium,15064.99
5714,Charles Hicks,shelley85@example.org,Saint Kitts and Nevis,2020-05-28,Premium,29366.25
5715,Pamela Adams,qwarren@example.com,Georgia,2020-10-13,Standard,33092.94
5716,Katrina Rodriguez,williamsgregory@example.com,Eritrea,2024-09-22,Basic,40761.68
5717,Derek Allison,justinhowell@example.com,Burkina Faso,2020-04-17,Basic,20428.24
5718,Madison Daugherty,keith04@example.org,Portugal,2020-08-10,Premium,23808.01
5719,Jacqueline Murphy,mlewis@example.com,Armenia,2022-07-28,Premium,17152.28
5720,Theodore Banks,millsbrittany@example.net,British Indian Ocean Territory (Chagos Archipelago),2020-10-15,Premium,45925.70
5721,Matthew Foley,diana55@example.net,Fiji,2021-08-08,Basic,25601.07
5722,Kenneth Crosby,johngalvan@example.org,France,2022-06-29,Standard,39009.97
5723,Michael Stevens,fhiggins@example.net,Albania,2018-03-31,Premium,18079.78
5724,Michelle Bennett,mphillips@example.com,Austria,2021-02-14,Standard,24830.04
5725,Kimberly Stanton,cassandra71@example.com,Czech Republic,2020-12-09,Premium,30852.35
5726,Laura Nelson,yolanda34@example.com,Iceland,2022-10-23,Standard,32549.26
5727,Kellie Aguilar,omiller@example.net,Bermuda,2020-03-02,Basic,14528.69
5728,Kelsey Castillo,ureyes@example.com,Malta,2018-04-26,Basic,20877.90
5729,Kimberly Lopez,kwalters@example.net,Bangladesh,2018-09-16,Standard,37804.71
5730,Jillian Elliott,bowmananthony@example.com,Congo,2023-06-07,Basic,3360.15
5731,Brandi Barnes,lucas74@example.org,Burundi,2023-10-14,Premium,35039.71
5732,Whitney Schmidt,sara95@example.net,Serbia,2024-09-01,Basic,28704.41
5733,Jessica Berry,annette12@example.com,Maldives,2024-02-17,Basic,2187.36
5734,Andrew Stone,gcamacho@example.net,Puerto Rico,2024-01-26,Basic,242.29
5735,Hannah Sellers,jacksonjoel@example.net,Eritrea,2022-06-30,Standard,41683.06
5736,Mitchell Harris,heather02@example.com,Guatemala,2019-08-19,Premium,13647.78
5737,Jonathan Stark,zchaney@example.net,Lao People's Democratic Republic,2022-12-19,Standard,20743.60
5738,Daniel Garcia,candice86@example.org,Burkina Faso,2019-03-05,Premium,42002.76
5739,Anthony Harris MD,andersonjulia@example.org,Hong Kong,2024-12-24,Premium,45963.92
5740,Mark Washington,mariahill@example.org,Fiji,2022-03-23,Standard,27341.16
5741,April Banks,nwaller@example.org,Saint Kitts and Nevis,2024-11-30,Basic,26966.35
5742,Donald Page,brittanykelley@example.com,Argentina,2020-10-16,Basic,48765.27
5743,Erin Davis,,Denmark,2022-06-10,Basic,30965.40
5744,Sarah Davis,debrabarnett@example.net,Haiti,2022-12-09,Standard,46522.46
5745,Nicholas Bauer,amanda26@example.org,North Macedonia,2022-04-11,Basic,15686.28
5746,Brenda Bowen,matthewrios@example.org,Turkey,2019-01-05,Standard,17080.22
5747,Andrew Flores,leah30@example.com,Ukraine,2020-12-05,Standard,40198.61
